Srno,Address,Beds,bathroom,PropertyType,Balcony,City,BHKType
924,"3013 Glenview St, Philadelphia, PA 19149",3,2,condos,2,Philadelphia,3
925,"2001 Hamilton St #1501, Philadelphia, PA 19130",2,2,condos,2,Philadelphia,3
926,"224 W Ontario St, Philadelphia, PA 19140",3,2,condos,2,Philadelphia,3
927,"1227 N 5th St #1, Philadelphia, PA 19122",3,2,condos,2,Philadelphia,3
928,"1205 E Durham St, Philadelphia, PA 19150",3,3.5,condos,2,Philadelphia,3
929,"6333-35 N Norwood St, Philadelphia, PA 19138",3,1.5,condos,2,Philadelphia,3
931,"2825 Guilford St, Philadelphia, PA 19152",3,2.5,condos,2,Philadelphia,3
932,"6144 Vandike St, Philadelphia, PA 19135",3,1,condos,2,Philadelphia,3
933,"3301 Fitler St, Philadelphia, PA 19114",2,2,condos,2,Philadelphia,3
934,"2838 N Mutter St, Philadelphia, PA 19133",2,1,condos,2,Philadelphia,3
935,"2122 S Frazier St, Philadelphia, PA 19143",4,2,condos,2,Philadelphia,3
936,"148 W Sharpnack St, Philadelphia, PA 19119",6,2.5,condos,2,Philadelphia,3
937,"4328 Benner St, Philadelphia, PA 19135",3,1,condos,2,Philadelphia,3
938,"1632 W Mentor St, Philadelphia, PA 19141",3,1,condos,2,Philadelphia,3
939,"2504 E Hagert St, Philadelphia, PA 19125",2,1.5,condos,2,Philadelphia,3
940,"7206 N Broad St, Philadelphia, PA 19126",4,3.5,condos,2,Philadelphia,3
941,"2401 Pennsylvania Ave Unit 7B34, Philadelphia, PA 19130",2,2,condos,2,Philadelphia,3
942,"3591 Calumet St, Philadelphia, PA 19129",2,1.5,condos,2,Philadelphia,3
943,"200-10 Lombard St #639, Philadelphia, PA 19147",1,1,condos,2,Philadelphia,3
944,"2610 S Robinson St, Philadelphia, PA 19142",4,2,condos,2,Philadelphia,3
945,"5965 Chester Ave, Philadelphia, PA 19143",0,1,condos,2,Philadelphia,3
946,"4028 N 8th St, Philadelphia, PA 19140",3,2,condos,2,Philadelphia,3
947,"837 N 2nd St #208, Philadelphia, PA 19123",2,2,condos,2,Philadelphia,3
948,"1154 S 6th St, Philadelphia, PA 19147",4,3,condos,2,Philadelphia,3
949,"4521 Pulaski Ave, Philadelphia, PA 19144",6,3,condos,2,Philadelphia,3
950,"200-10 Lombard St #701, Philadelphia, PA 19147",1,1,condos,2,Philadelphia,3
951,"3515 Morrell Ave, Philadelphia, PA 19114",3,1.5,condos,2,Philadelphia,3
952,"32 E Willow Grove Ave, Philadelphia, PA 19118",5,2,condos,2,Philadelphia,3
953,"2024 E Chelten Ave, Philadelphia, PA 19138",3,3,condos,2,Philadelphia,3
954,"3338 Wellington St, Philadelphia, PA 19149",3,1.5,condos,2,Philadelphia,3
955,"739 Brighton St, Philadelphia, PA 19111",3,2,condos,2,Philadelphia,3
956,"1520 Reed St, Philadelphia, PA 19146",2,2.5,condos,2,Philadelphia,3
957,"8657 Michener Ave, Philadelphia, PA 19150",3,1.5,condos,2,Philadelphia,3
958,"2045 Brandywine St, Philadelphia, PA 19130",3,2,condos,2,Philadelphia,3
959,"5541 Pulaski Ave, Philadelphia, PA 19144",4,2.5,condos,2,Philadelphia,3
960,"2226 Moore St, Philadelphia, PA 19145",3,2.5,condos,2,Philadelphia,3
961,"5426 Christian St, Philadelphia, PA 19143",3,3,condos,2,Philadelphia,3
962,"7277 Charlotte Pike #208, Nashville, TN 37209",3,2.5,home,2,Nashville,3
963,"903 Churchill Xing, Madison, TN 37115",2,2,home,2,Nashville,3
964,"119 Highland Villa Dr, Nashville, TN 37211",2,2.5,home,2,Nashville,3
965,"1212 Laurel St #701, Nashville, TN 37203",2,2.5,home,2,Nashville,3
966,"1518 Long Ave, Nashville, TN 37206",4,2.5,home,2,Nashville,3
967,"115 Forest Park Rd, Madison, TN 37115",3,2,home,2,Nashville,3
968,"1441 Pawnee Trl, Madison, TN 37115",4,3,home,2,Nashville,3
969,"553 Huntington Pkwy, Nashville, TN 37211",3,3,home,2,Nashville,3
970,"6609 Broken Bow Dr, Antioch, TN 37013",3,2,home,2,Nashville,3
971,"2508 Pleasant Green Rd, Nashville, TN 37214",4,2.5,home,2,Nashville,3
972,"4929 Hickory Woods E, Antioch, TN 37013",4,3.5,home,2,Nashville,3
973,"3605 Bentfield Dr, Antioch, TN 37013",4,2.5,home,2,Nashville,3
974,"209 Leonard Ave, Nashville, TN 37205",5,6,home,2,Nashville,3
975,"1815 Forest Ave, Nashville, TN 37206",4,3,home,2,Nashville,3
976,"4369 Chickering Ln, Nashville, TN 37215",4,5,home,2,Nashville,3
977,"3712 Belle Oaks Dr, Antioch, TN 37013",3,2.5,home,2,Nashville,3
978,"4005 Indiana Ave, Nashville, TN 37209",4,3.5,home,2,Nashville,3
979,"3176 Penn Meade Way, Nashville, TN 37214",3,2.5,home,2,Nashville,3
980,"810 S 12th St, Nashville, TN 37206",2,2,home,2,Nashville,3
981,"2016 Jones Cir, Nashville, TN 37207",2,1,home,2,Nashville,3
982,"2411 Old Hickory Blvd W, Nashville, TN 37221",5,4.5,home,2,Nashville,3
983,"919 Fairwin Ave, Nashville, TN 37216",3,2,home,2,Nashville,3
984,"3337 Towne Ridge Dr, Antioch, TN 37013",3,1,home,2,Nashville,3
985,"1143 Battery Ln, Nashville, TN 37220",3,3.5,home,2,Nashville,3
986,"407 W Meade Dr, Nashville, TN 37205",5,6,home,2,Nashville,3
987,"600 Garfield St #14, Nashville, TN 37208",2,2,home,2,Nashville,3
988,"215 S 11th St, Nashville, TN 37206",1,1,home,2,Nashville,3
989,"700 12th Ave S #704, Nashville, TN 37203",1,1,home,2,Nashville,3
990,"256 Summit Ridge Dr, Nashville, TN 37215",1,2,home,2,Nashville,3
991,"485 Huntington Ridge Dr, Nashville, TN 37211",3,2.5,home,2,Nashville,3
992,"1836 Grace Point Ln, Nolensville, TN 37135",2,2.5,home,2,Nashville,3
993,"227 Brattlesboro Pl, Nashville, TN 37204",2,1.5,home,2,Nashville,3
994,"416 Normandy Cir, Nashville, TN 37209",2,2.5,home,2,Nashville,3
995,"5853 Mount View Rd, Antioch, TN 37013",3,2,home,2,Nashville,3
996,"5721 Templegate Dr, Nashville, TN 37221",4,2.5,home,2,Nashville,3
997,"612 Davidson Rd, Nashville, TN 37205",3,2,home,2,Nashville,3
998,"4212 Sandstone Dr, Antioch, TN 37013",4,2.5,home,2,Nashville,3
999,"605 Waterway Ct, Nashville, TN 37221",4,2.5,home,2,Nashville,3
1000,"513 Maxine Dr, Antioch, TN 37013",2,1,home,2,Nashville,3
1001,"711 Chesterfield Way, Nashville, TN 37212",3,4,home,2,Nashville,3
1002,"1613 Sienna Ct, Orlando, FL 32825",3,2.5,home,2,Nashville,3
1003,"1133 Pando Loop, Orlando, FL 32824",4,3.5,home,2,Orlando,3
1004,"3616 Bellington Dr, Orlando, FL 32835",5,4.5,home,2,Orlando,3
1005,"Undisclosed address, Orlando, FL 32808",3,2,home,2,Orlando,3
1006,"15079 Willow Arbor Cir, Orlando, FL 32824",3,2.5,home,2,Orlando,3
1007,"14533 Broadhaven Blvd, Orlando, FL 32828",4,3,home,2,Orlando,3
1008,"8101 Resort Village Dr, Orlando, FL 32821",2,2,home,2,Orlando,3
1009,"62 W Muriel St, Orlando, FL 32806",2,1,home,2,Orlando,3
1010,"9443 Merrifield St, Orlando, FL 32827",4,3.5,home,2,Orlando,3
1011,"3345 Knightsbridge Rd, Orlando, FL 32818",3,2,home,2,Orlando,3
1012,"2614 Lyndscape St, Orlando, FL 32833",4,2.5,home,2,Orlando,3
1013,"10305 Rocking A Run, Orlando, FL 32825",3,2,home,2,Orlando,3
1014,"8125 Resort Village Dr #5705, Orlando, FL 32821",2,2,home,2,Orlando,3
1015,"802 Rugby St Unit 802C, Orlando, FL 32804",2,1,home,2,Orlando,3
1016,"8801 Villa View Cir #107, Orlando, FL 32821",3,2,home,2,Orlando,3
1017,"6912 Salinas Dr, Orlando, FL 32822",2,1.5,home,2,Orlando,3
1018,"2759 L B Mcleod Rd, Orlando, FL 32805",1,1,home,2,Orlando,3
1019,"4213 Boca Woods Dr, Orlando, FL 32826",3,2,home,2,Orlando,3
1020,"2217 Woodwind Dr, Orlando, FL 32808",4,2,home,2,Orlando,3
1021,"3002 Bargate St, Orlando, FL 32824",3,2.5,home,2,Orlando,3
1022,"300 E South St #4001, Orlando, FL 32801",2,2,home,2,Orlando,3
1023,"860 N Orange Ave #310, Orlando, FL 32801",2,2,home,2,Orlando,3
1024,"14229 Turning Leaf Dr, Orlando, FL 32828",3,2.5,home,2,Orlando,3
1025,"1928 Conway Rd #18, Orlando, FL 32812",1,1,home,2,Orlando,3
1026,"515 Altaloma Ave, Orlando, FL 32803",3,2,home,2,Orlando,3
1027,"14141 Sunriver Ave, Orlando, FL 32828",3,2,home,2,Orlando,3
1028,"1732 N Shore Ter, Orlando, FL 32804",0,1,home,2,Orlando,3
1029,"14250 Lanikai Beach Dr, Orlando, FL 32827",3,2.5,home,2,Orlando,3
1030,"4364 Aqua Vista Dr Unit C, Orlando, FL 32839",1,1,home,2,Orlando,3
1031,"400 Fred St, Orlando, FL 32811",4,2.5,home,2,Orlando,3
1032,"12946 Promise Pl, Orlando, FL 32832",4,3,home,2,Orlando,3
1033,"1828 Lockwood Ave, Orlando, FL 32812",3,2,home,2,Orlando,3
1034,"14037 Fairway Island Dr Apt 218, Orlando, FL 32837",2,2,home,2,Orlando,3
1035,"14020 Sanibel Isle Dr, Orlando, FL 32824",5,3.5,home,2,Orlando,3
1036,"1519 Indiana St, Orlando, FL 32805",4,2.5,home,2,Orlando,3
1037,"719 Dawson Ave, Orlando, FL 32825",4,2,home,2,Orlando,3
1038,"2047 Dixie Belle Dr Unit 2047K, Orlando, FL 32812",2,1,home,2,Orlando,3
1039,"3280 Soho St #202, Orlando, FL 32835",2,2,home,2,Orlando,3
1040,"6907 Higgs Aly, Orlando, FL 32827",3,2,home,2,Orlando,3
1041,"11610 Baltic St, Orlando, FL 32817",2,1,home,2,Charlotte,3
1042,"12432 Caracara Ct, Charlotte, NC 28278",3,2.5,home,2,Charlotte,3
1043,"8509 Aspen Ct, Charlotte, NC 28227",4,3.5,home,2,Charlotte,3
1044,"1109 Pamlico St, Charlotte, NC 28205",5,4,home,2,Charlotte,3
1045,"7923 Oratorio Pl, Charlotte, NC 28270",3,2.5,home,2,Charlotte,3
1046,"1220 Berry Ridge Rd, Charlotte, NC 28270",3,2,home,2,Charlotte,3
1047,"803 Herrin Ave, Charlotte, NC 28205",3,2.5,home,2,Charlotte,3
1048,"1321 Ferncliff Rd, Charlotte, NC 28211",3,2,home,2,Charlotte,3
1049,"2515 Dalston Ln, Charlotte, NC 28210",3,2,home,2,Charlotte,3
1050,"12427 Elkhorn Dr, Charlotte, NC 28278",5,3.5,home,2,Charlotte,3
1051,"3620 Speer Blvd, Charlotte, NC 28217",4,3.5,home,2,Charlotte,3
1052,"4735 Hedgemore Dr, Charlotte, NC 28209",2,2,home,2,Charlotte,3
1053,"331 Austin Dr, Charlotte, NC 28213",3,2,home,2,Charlotte,3
1054,"16418 Bunch Walnuts Rd, Charlotte, NC 28278",3,3,home,2,Charlotte,3
1055,"8113 Strawberry Point Dr, Charlotte, NC 28215",3,2,home,2,Charlotte,3
1056,"709 Aberdeen Glen Pl, Charlotte, NC 28214",0,0.5,home,2,Charlotte,3
1057,"5730 Closeburn Rd Unit G, Charlotte, NC 28210",2,2,home,2,Charlotte,3
1058,"6131 Trotters Ridge Rd, Charlotte, NC 28227",4,2.5,home,2,Charlotte,3
1059,"12018 Portobello Way, Charlotte, NC 28273",3,2,home,2,Charlotte,3
1060,"431 Nottingham Dr, Charlotte, NC 28211",3,2.5,home,2,Charlotte,3
1061,"1320 Fillmore Ave #102, Charlotte, NC 28203",2,2.5,home,2,Charlotte,3
1062,"248 Kingston Ave, Charlotte, NC 28203",5,4,home,2,Charlotte,3
1063,"3311 Indian Meadows Ln, Charlotte, NC 28210",4,4,home,2,Charlotte,3
1064,"5415 Larchmont Ave, Charlotte, NC 28215",3,2,home,2,Charlotte,3
1065,"9637 Misenheimer Rd, Charlotte, NC 28215",4,2.5,home,2,Charlotte,3
1066,"10119 Oxford Landing Ln, Charlotte, NC 28270",3,2.5,home,2,Charlotte,3
1067,"6529 Honeymeade Cir, Charlotte, NC 28277",5,4,home,2,Charlotte,3
1068,"6524 Morganford Rd, Charlotte, NC 28211",3,2,home,2,Charlotte,3
1069,"8306 Christmas Ct, Charlotte, NC 28216",2,2.5,home,2,Charlotte,3
1070,"6250 Rosecroft Dr, Charlotte, NC 28215",2,2,home,2,Charlotte,3
1071,"224 Charndon Village Ct, Charlotte, NC 28211",3,2.5,home,2,Charlotte,3
1072,"1824 Blanche St, Charlotte, NC 28262",4,3.5,home,2,Charlotte,3
1073,"1820 Blanche St, Charlotte, NC 28262",4,4,home,2,Charlotte,3
1074,"4723 Polo Gate Blvd #4723, Charlotte, NC 28216",2,2,home,2,Charlotte,3
1075,"1816 Blanche St, Charlotte, NC 28262",3,2.5,home,2,Charlotte,3
1076,"1812 Blanche St, Charlotte, NC 28262",3,2.5,home,2,Charlotte,3
1077,"6719 Woodshed Cir, Charlotte, NC 28270",3,2,home,2,Charlotte,3
1078,"3244 Harrow Pl, Charlotte, NC 28205",4,3.5,home,2,Charlotte,3
1079,"3663 Vallette Ct, Charlotte, NC 28203",2,2.5,home,2,Charlotte,3
1080,"1808 Blanche St, Charlotte, NC 28262",3,2.5,home,2,Charlotte,3
1081,"705 Templeton Ave, Charlotte, NC 28203",4,3.5,home,2,Charlotte,3
1082,"5100 Fifth Ave #514, Shadyside, PA 15232",1,1.5,home,2,Lawrenceville,3
1083,"3725 Butler St #206, Lawrenceville, PA 15201",1,1.5,home,2,Lawrenceville,3
1084,"306 4th Ave #902, Downtown Pgh, PA 15222",2,2,home,2,Lawrenceville,3
1085,"5 Bayard Rd #500, Shadyside, PA 15213",2,2,home,2,Lawrenceville,3
1086,"424 S Winebiddle St, Bloomfield, PA 15224",2,1.5,home,2,Lawrenceville,3
1087,"196 36th St Unit 3F, Lawrenceville, PA 15201",1,1,home,2,Lawrenceville,3
1088,"3809 Liberty Ave #404, Lawrenceville, PA 15201",2,2,home,2,Lawrenceville,3
1089,"4601 Fifth Avene #323, Oakland, PA 15213",2,2,home,2,Lawrenceville,3
1090,"320 Fort Duquesne Blvd Unit 23E, Downtown Pgh, PA 15222",1,1.5,home,2,Lawrenceville,3
1091,"5425 5th Ave #102, Shadyside, PA 15232",1,1.5,home,2,Lawrenceville,3
1092,"5523 Ellsworth Ave Unit 7B, Shadyside, PA 15232",1,1,home,2,Lawrenceville,3
1093,"5900 Babcock Blvd #31, Ross Twp, PA 15237",2,1,home,2,Lawrenceville,3
1094,"5825 5th Ave Unit 207A, Shadyside, PA 15232",2,2,home,2,Lawrenceville,3
1095,"372 S Highland Ave #202, Shadyside, PA 15206",2,1,home,2,Lawrenceville,3
1096,"471 Cherry Ct, Ross Twp, PA 15237",3,2.5,home,2,Lawrenceville,3
1097,"350 Oliver Ave #908, Downtown Pgh, PA 15222",1,1,home,2,Lawrenceville,3
1098,"350 Oliver Ave #1205, Downtown Pgh, PA 15222",2,2,home,2,Lawrenceville,3
1099,"4002 Lenox Oval, Ross Twp, PA 15237",3,2,home,2,Lawrenceville,3
1100,"300 Gilkeson Rd Unit 10A, Mt. Lebanon, PA 15228",2,1,home,2,Lawrenceville,3
1101,"3809 Liberty #207, Lawrenceville, PA 15201",1,1,home,2,Lawrenceville,3
1102,"571 Coal St #6, Wilkinsburg, PA 15221",2,1,home,2,Lawrenceville,3
1103,"320 Fort Duquesne Blvd Unit 22NO, Downtown Pgh, PA 15222",1,2,home,2,Lawrenceville,3
1104,"6433 Carver St, Lincoln-larimer, PA 15206",4,2,home,2,Lawrenceville,3
1105,"5120 5th Ave #304, Shadyside, PA 15232",2,2,home,2,Lawrenceville,3
1106,"825 Morewood Ave Unit G10, Shadyside, PA 15213",3,2,home,2,Lawrenceville,3
1107,"220 N Dithridge St #906, Oakland, PA 15213",2,2,home,2,Lawrenceville,3
1108,"201 Kingsberry Cir #419, Mt. Lebanon, PA 15234",1,1.5,home,2,Lawrenceville,3
1110,"1987 Centurion Dr Unit 001, Forest Hills Boro, PA 15221",0,1,home,2,Lawrenceville,3
1111,"128 N Craig St #903, Oakland, PA 15213",3,2,home,2,Lawrenceville,3
1112,"1845 Clayton Ave #106, Perry Hilltop, PA 15214",1,1,home,2,Lawrenceville,3
1114,"552 N Neville St #31, Oakland, PA 15213",1,1,home,2,Lawrenceville,3
1116,"220 N Dithridge St #506, Oakland, PA 15213",2,2,home,2,Lawrenceville,3
1117,"501 Grandview Ave #1001, Mt Washington, PA 15211",2,2,home,2,Lawrenceville,3
1118,"3809 Liberty Ave #208, Lawrenceville, PA 15201",1,1,home,2,Lawrenceville,3
1119,"3809 Liberty Ave #304, Lawrenceville, PA 15201",1,1,home,2,Lawrenceville,3
1120,"3809 Liberty Ave #402, Lawrenceville, PA 15201",2,2,home,2,Lawrenceville,3
1121,"1987 Centurion Dr #611, Forest Hills Boro, PA 15221",1,1,home,2,Jacksonville,3
1122,"311 W Ashley St #503, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1123,"311 W Ashley St #602, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1124,"311 W Ashley St #311, Jacksonville, FL 32202",0,1,home,2,Jacksonville,3
1125,"311 W Ashley St #1206, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1126,"311 W Ashley St #710, Jacksonville, FL 32202",0,1,home,2,Jacksonville,3
1127,"311 Ashley St W #509, Jacksonville, FL 32202",0,1,home,2,Jacksonville,3
1128,"311 W Ashley St #302, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1131,"111 E 1st St #35, Jacksonville, FL 32206",2,1.5,home,2,Jacksonville,3
1132,"217 E 1st St, Jacksonville, FL 32206",4,3,home,2,Jacksonville,3
1133,"1125 N Market St, Jacksonville, FL 32206",4,5,home,2,Jacksonville,3
1134,"400 E Bay St #1610-1611, Jacksonville, FL 32202",3,2.5,home,2,Jacksonville,3
1135,"400 E Bay St #6, Jacksonville, FL 32202",2,2.5,home,2,Jacksonville,3
1136,"400 E Bay St #1007, Jacksonville, FL 32202",2,2,home,2,Jacksonville,3
1137,"400 E Bay St #311, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1138,"400 E Bay St #411, Jacksonville, FL 32202",1,1.5,home,2,Jacksonville,3
1139,"400 E Bay St #1902, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1140,"400 Bay St #1810, Jacksonville, FL 32202",2,1,home,2,Jacksonville,3
1141,"400 E Bay St #1508, Jacksonville, FL 32202",2,2,home,2,Jacksonville,3
1142,"400 E Bay St #1210, Jacksonville, FL 32202",2,1,home,2,Jacksonville,3
1143,"400 E Bay St #402, Jacksonville, FL 32202",1,1,home,2,Jacksonville,3
1144,"112 E 4th St, Jacksonville, FL 32206",3,2.5,home,2,Jacksonville,3
1145,"303 E 3rd St, Jacksonville, FL 32206",3,2.5,home,2,Jacksonville,3
1146,"426 E Bay St #12, Jacksonville, FL 32202",3,2.5,home,2,Jacksonville,3
1147,"1420 N Market St, Jacksonville, FL 32206",3,3,home,2,Jacksonville,3
1148,"408 E Bay St, Jacksonville, FL 32202",2,2.5,home,2,Jacksonville,3
1149,"247 E 4th St, Jacksonville, FL 32206",3,2.5,home,2,Jacksonville,3
1150,"17 W 5th St, Jacksonville, FL 32206",1,1,home,2,Jacksonville,3
1151,"219 E 5th St, Jacksonville, FL 32206",3,2.5,home,2,Jacksonville,3
1152,"1222 Clark St, Jacksonville, FL 32206",5,2,home,2,Jacksonville,3
1153,"36 W 6th St, Jacksonville, FL 32206",4,2,home,2,Jacksonville,3
1154,"1532 N Pearl St, Jacksonville, FL 32206",4,3,home,2,Phoenix,3
1155,"3434 E Baseline Rd #259, Phoenix, AZ 85042",2,2,home,2,Phoenix,3
1156,"6900 E Princess Dr #1192, Phoenix, AZ 85054",2,1.75,home,2,Phoenix,3
1157,"2636 E Hidalgo Ave, Phoenix, AZ 85040",3,2,home,2,Phoenix,3
1158,"3540 E Wayland Dr, Phoenix, AZ 85040",5,2.5,home,2,Phoenix,3
1159,"1416 W Clarendon Ave, Phoenix, AZ 85013",6,3,home,2,Phoenix,3
1160,"2417 E Yucca St, Phoenix, AZ 85028",4,2,home,2,Phoenix,3
1161,"4056 W Charlotte Dr, Glendale, AZ 85310",4,3,home,2,Phoenix,3
1162,"4423 W Westcott Dr, Glendale, AZ 85308",3,2.5,home,2,Phoenix,3
1163,"531 E Sack Dr, Phoenix, AZ 85024",4,2,home,2,Phoenix,3
1164,"4201 E Darrow St, Phoenix, AZ 85042",5,2,home,2,Phoenix,3
1165,"3406 E Libby St, Phoenix, AZ 85032",3,2,home,2,Phoenix,3
1166,"5655 E Saint John Rd, Scottsdale, AZ 85254",4,2,home,2,Phoenix,3
1167,"520 W Clarendon Ave Unit G2, Phoenix, AZ 85013",2,2,home,2,Phoenix,3
1168,"3607 W Alice Ave, Phoenix, AZ 85051",3,2,home,2,Phoenix,3
1169,"2531 E Mine Creek Rd, Phoenix, AZ 85024",3,2,home,2,Phoenix,3
1170,"2309 W Hadley St, Phoenix, AZ 85009",3,2,home,2,Phoenix,3
1171,"7231 W Carter Rd, Laveen, AZ 85339",5,3,home,2,Phoenix,3
1172,"6230 N 33rd Ave #135, Phoenix, AZ 85017",2,2,home,2,Phoenix,3
1173,"7805 W Warner St, Phoenix, AZ 85043",3,2.5,home,2,Phoenix,3
1174,"2431 E Tracy Ln #2, Phoenix, AZ 85032",2,2,home,2,Phoenix,3
1175,"2431 W Dusty Wren Dr, Phoenix, AZ 85085",3,2.5,home,2,Phoenix,3
1176,"4622 N 71st Ln, Phoenix, AZ 85033",3,1.5,home,2,Phoenix,3
1177,"4047 E Hidalgo Ave, Phoenix, AZ 85040",3,2,home,2,Phoenix,3
1178,"3237 W Via Dona Rd, Phoenix, AZ 85083",4,3,home,2,Phoenix,3
1179,"3240 W Caleb Rd, Phoenix, AZ 85083",3,2,home,2,Phoenix,3
1180,"10410 N Cave Creek Rd #2213, Phoenix, AZ 85020",3,2,home,2,Phoenix,3
1181,"3177 W Caleb Rd, Phoenix, AZ 85083",3,2,home,2,Phoenix,3
1182,"3018 E Weldon Ave, Phoenix, AZ 85016",3,2,home,2,Phoenix,3
1183,"3173 W Caleb Rd, Phoenix, AZ 85083",3,2,home,2,Phoenix,3
1184,"3620 E Agave Rd, Phoenix, AZ 85044",3,2,home,2,Phoenix,3
1185,"4630 W Sandra Terrace Ave, Glendale, AZ 85306",3,2,home,2,Phoenix,3
1186,"4220 N 32nd St #33, Phoenix, AZ 85018",3,3,home,2,Phoenix,3
1187,"2030 E Michigan Ave #24, Phoenix, AZ 85022",3,3.5,home,2,Phoenix,3
1188,"17017 N 12th St #2124, Phoenix, AZ 85022",1,1,home,2,Phoenix,3
1189,"7346 W Roma Ave, Phoenix, AZ 85033",4,2,home,2,Phoenix,3
1190,"2801 E Avalon Dr, Phoenix, AZ 85016",3,2,home,2,Phoenix,3
1191,"1716 W Cortez St #149, Phoenix, AZ 85029",3,3,home,2,Phoenix,3
1192,"4628 N 71st Ave, Phoenix, AZ 85033",3,2,home,2,Phoenix,3
1193,"9418 N 19th St, Phoenix, AZ 85020",3,3,home,2,Phoenix,3
1194,"234 E 100 S Unit B6, Salt Lake City, UT 84111",1,1,home,2,Salt Lake City,3
1195,"374 N I St E, Salt Lake City, UT 84103",4,3,home,2,Salt Lake City,3
1196,"122 N St #7, Salt Lake City, UT 84103",2,1,home,2,Salt Lake City,3
1197,"1512 E Claridge Dr S, Salt Lake City, UT 84124",2,1,home,2,Salt Lake City,3
1198,"1036 S 800 W, Salt Lake City, UT 84104",3,3,home,2,Salt Lake City,3
1199,"260 W 500 N #6, Salt Lake City, UT 84103",4,3.5,home,2,Salt Lake City,3
1200,"1506 W 2250 S, West Valley City, UT 84119",4,2,home,2,Salt Lake City,3
1201,"4314 S Jupiter Dr, Salt Lake City, UT 84124",5,3,home,2,Salt Lake City,3
1202,"4595 W 5175 S, Kearns, UT 84118",5,3,home,2,Salt Lake City,3
1203,"1340 E Browning Ave, Salt Lake City, UT 84105",2,1,home,2,Salt Lake City,3
1204,"3578 S 805 E #238, Millcreek, UT 84106",2,2,home,2,Salt Lake City,3
1205,"1957 E 3300 S #9, Millcreek, UT 84106",3,3.5,home,2,Salt Lake City,3
1206,"1945 E 3300 S #12, Millcreek, UT 84106",3,3.5,home,2,Salt Lake City,3
1207,"4950 S 4820 W, Salt Lake City, UT 84118",3,2,home,2,Salt Lake City,3
1208,"5778 S Lodestone Ave, Salt Lake City, UT 84118",3,1.5,home,2,Salt Lake City,3
1209,"813 S 800 E, Salt Lake City, UT 84102",5,3,home,2,Salt Lake City,3
1210,"934 E 700 S #10, Salt Lake City, UT 84102",2,1,home,2,Salt Lake City,3
1211,"4538 S Thousand Oaks Dr, Millcreek, UT 84124",5,5.5,home,2,Salt Lake City,3
1212,"4993 W Niagara Cir, Salt Lake City, UT 84118",3,1,home,2,Salt Lake City,3
1213,"3597 E Millcreek Canyon Rd Rd, Millcreek, UT 84109",5,3.5,home,2,Salt Lake City,3
1214,"439 N 268 W Unit 4-18, Salt Lake City, UT 84103",2,1.5,home,2,Salt Lake City,3
1215,"281 W 430 N Unit 1-02, Salt Lake City, UT 84103",2,1,home,2,Salt Lake City,3
1216,"3584 S 805 St E #220, Millcreek, UT 84106",2,2,home,2,Salt Lake City,3
1217,"756 E Lisonbee Ave S, Salt Lake City, UT 84106",2,1,home,2,Salt Lake City,3
1218,"2322 E Lakeview Dr S, Salt Lake City, UT 84109",3,2,home,2,Salt Lake City,3
1219,"2430 S Elizabeth St E #5, Salt Lake City, UT 84106",1,1,home,2,Salt Lake City,3
1220,"1827 E Yalecrest Ave, Salt Lake City, UT 84108",6,2.5,home,2,Salt Lake City,3
1221,"1584 E 1300 South S, Salt Lake City, UT 84105",2,1,home,2,Salt Lake City,3
1222,"2150 S Main St #215, Salt Lake City, UT 84115",3,2,home,2,Salt Lake City,3
1223,"339 E 600 S #1403, Salt Lake City, UT 84111",2,2,home,2,Salt Lake City,3
1224,"2245 E Vimont Ave, Salt Lake City, UT 84109",4,2,home,2,Salt Lake City,3
1225,"99 W South Temple Street St S #1403, Salt Lake City, UT 84101",2,1,home,2,Salt Lake City,3
1226,"4743 S Coopers Hawk Bay, Salt Lake City, UT 84117",5,3,home,2,Salt Lake City,3
1227,"608 E 3990 S, Millcreek, UT 84107",2,2.5,home,2,Salt Lake City,3
1228,"2024 E Windham Cir, Millcreek, UT 84109",3,2.5,home,2,Salt Lake City,3
1229,"962 S Lake St, Salt Lake City, UT 84105",3,1,home,2,Salt Lake City,3
1230,"537 S Montgomery St W, Salt Lake City, UT 84104",5,3.5,home,2,Salt Lake City,3
1231,"417 N 1400 W, Salt Lake City, UT 84116",5,2,home,2,Salt Lake City,3
1232,"882 N Catherine St, Salt Lake City, UT 84116",6,2,home,2,Salt Lake City,3
