Srno,Address,Beds,bathroom,PropertyType,Balcony,City,BHKType
1602,"318 Shageluk St, Anchorage, AK 99504",3,2.5,home,2,Anchorage,3
1603,"6926 Fairweather Dr Unit 2-2-4, Anchorage, AK 99518",3,2.5,home,2,Anchorage,3
1604,"11435 Discovery View Dr #64, Anchorage, AK 99515",3,2.5,home,2,Anchorage,3
1605,"5701 Sapphire Loop, Anchorage, AK 99504",3,2,home,2,Anchorage,3
1606,"9371 Blackberry #1, Anchorage, AK 99502",2,1,home,2,Anchorage,3
1607,"275 Creekside St #4, Anchorage, AK 99504",3,2,home,2,Anchorage,3
1608,"8050 Pioneer Dr #102, Anchorage, AK 99504",3,2.5,home,2,Anchorage,3
1609,"4345 Constellation Dr #16, Anchorage, AK 99517",2,2,home,2,Anchorage,3
1610,"2602 Curlew Cir, Anchorage, AK 99502",3,2.5,home,2,Anchorage,3
1611,"10283 Jamestown Dr Unit i-803, Anchorage, AK 99507",1,1,home,2,Anchorage,3
1612,"355 Donna Dr #5, Anchorage, AK 99504",2,1,home,2,Anchorage,3
1613,"305 Donna Dr #21, Anchorage, AK 99504",2,1,home,2,Anchorage,3
1614,"2200 Minerva Way Unit B3, Anchorage, AK 99515",1,1,home,2,Anchorage,3
1615,"8101 Peck Ave Unit A1, Anchorage, AK 99504",2,1.5,home,2,Anchorage,3
1616,"4530 Camila Ct Unit D, Anchorage, AK 99508",3,2,home,2,Anchorage,3
1617,"3201 Montpelier Ct Unit 09-J, Anchorage, AK 99503",2,1,home,2,Anchorage,3
1618,"7141 Weimer Rd #3, Anchorage, AK 99502",1,1,home,2,Anchorage,3
1619,"9725 Independence Dr Unit A103, Anchorage, AK 99507",1,1,home,2,Anchorage,3
1620,"3102 Willow St Unit C, Anchorage, AK 99517",2,2.5,home,2,Anchorage,3
1621,"1110 Cordova St #3, Anchorage, AK 99501",2,1,home,2,Anchorage,3
1622,"333 M St #408, Anchorage, AK 99501",2,2.5,home,2,Anchorage,3
1623,"2447 Duncanshire Pl, Anchorage, AK 99504",4,2,home,2,Anchorage,3
1624,"211 McCarrey St Unit I-9B, Anchorage, AK 99508",2,1,home,2,Anchorage,3
1625,"376 Skwentna Dr #87, Anchorage, AK 99504",4,2.5,home,2,Anchorage,3
1626,"843 W 11th Ave #109, Anchorage, AK 99501",1,1,home,2,Anchorage,3
1627,"3100 Ward Pl #31, Anchorage, AK 99517",2,1,home,2,Anchorage,3
1628,"1430 Bridgeway St #9, Anchorage, AK 99501",2,2.5,home,2,Anchorage,3
1629,"6915 Gemini Dr Unit A-2, Anchorage, AK 99504",3,2.5,home,2,Anchorage,3
1630,"282 Crystal Mountain Rd Unit 101S, Girdwood, AK 99587",1,1,home,2,Anchorage,3
1631,"2632 Glacier St Unit B7, Anchorage, AK 99508",2,1,home,2,Anchorage,3
1632,"604 Ocean Pl #102, Anchorage, AK 99501",2,2,home,2,Anchorage,3
1633,"11408 Conquistador Dr Unit C, Eagle River, AK 99577",2,2,home,2,Chicago,3
1634,"949 N Central Park Ave, Chicago, IL 60651",5,2,home,2,Chicago,3
1635,"3111 N Lincoln Ave, Chicago, IL 60657",3,2.5,home,2,Chicago,3
1636,"3600 N Lake Shore Dr #1023, Chicago, IL 60613",0,1,home,2,Chicago,3
1637,"125 E 13th St., #1114, Chicago, IL 60605",1,1,home,2,Chicago,3
1638,"855 W Erie St #107, Chicago, IL 60642",3,3,home,2,Chicago,3
1639,"1250 S Michigan Ave #1706, Chicago, IL 60605",1,1,home,2,Chicago,3
1640,"4005 S Calumet Ave #1, Chicago, IL 60653",2,2,home,2,Chicago,3
1641,"1440 S Michigan Ave #420, Chicago, IL 60605",1,1,home,2,Chicago,3
1642,"2629 W Chicago Ave #3, Chicago, IL 60622",3,2,home,2,Chicago,3
1643,"1212 N Wells St #402, Chicago, IL 60610",1,1,home,2,Chicago,3
1644,"1841 N Monticello Ave Unit 3W, Chicago, IL 60647",2,1,home,2,Chicago,3
1645,"125 S Jefferson St #1208, Chicago, IL 60661",1,1,home,2,Chicago,3
1646,"823 N Richmond St, Chicago, IL 60622",5,3.5,home,2,Chicago,3
1647,"1800 W Grace St #604, Chicago, IL 60613",3,2.5,home,2,Chicago,3
1648,"5235 N Ravenswood Ave #10, Chicago, IL 60640",1,1,home,2,Chicago,3
1649,"1735 N Paulina St #511, Chicago, IL 60622",2,2,home,2,Chicago,3
1650,"927 W Newport Ave #2, Chicago, IL 60657",3,2,home,2,Chicago,3
1651,"611 S Wells St #702, Chicago, IL 60607",1,1,home,2,Chicago,3
1652,"2243 N Lister Ave #402, Chicago, IL 60614",3,2,home,2,Chicago,3
1653,"5345 S Hyde Park Blvd #3, Chicago, IL 60615",2,2,home,2,Chicago,3
1654,"3851 S Lowe Ave, Chicago, IL 60609",5,4.5,home,2,Chicago,3
1655,"860 W Lakeside Pl Unit A, Chicago, IL 60640",3,2.5,home,2,Chicago,3
1656,"700 N Larrabee St #913, Chicago, IL 60654",2,2,home,2,Chicago,3
1657,"6159 S Natoma Ave, Chicago, IL 60638",4,3,home,2,Chicago,3
1658,"1720 N La Salle Dr #1, Chicago, IL 60614",2,2.5,home,2,Chicago,3
1659,"343 W Old Town Ct #709, Chicago, IL 60610",2,2,home,2,Chicago,3
1660,"100 E 14th St #2203, Chicago, IL 60605",1,1,home,2,Chicago,3
1661,"100 E Walton St Unit 11E, Chicago, IL 60611",1,1,home,2,Chicago,3
1662,"406 W Englewood Ave, Chicago, IL 60621",4,2,home,2,Chicago,3
1663,"1432 W Warner Ave, Chicago, IL 60613",5,3.5,home,2,Chicago,3
1664,"235 W Van Buren St #1510, Chicago, IL 60607",1,1,home,2,Chicago,3
1665,"3720 N Hermitage Ave, Chicago, IL 60613",6,5,home,2,Chicago,3
1666,"8221 S Dante Ave, Chicago, IL 60619",4,3,home,2,Chicago,3
1667,"3657 Pecos St, Denver, CO 80211",4,3,home,2,Denver,3
1668,"9530 E Florida Ave #2003, Denver, CO 80247",2,1,home,2,Denver,3
1669,"2765 S Harrison St, Denver, CO 80210",3,2,home,2,Denver,3
1670,"2711 W 68th Ave, Denver, CO 80221",2,1,home,2,Denver,3
1671,"670 Winona Ct #23, Denver, CO 80204",4,4,home,2,Denver,3
1672,"2525 Arapahoe St Unit RD108, Denver, CO 80205",2,3,home,2,Denver,3
1673,"3188 Geneva Ct, Denver, CO 80238",3,2,home,2,Denver,3
1674,"558 N Washington St #305, Denver, CO 80203",1,4,home,2,Denver,3
1675,"8821 W Stanford Ave, Littleton, CO 80123",2,4,home,2,Denver,3
1676,"2272 W Hillside Ave, Englewood, CO 80110",3,4,home,2,Denver,3
1677,"4725 Helena St, Denver, CO 80239",4,3,home,2,Denver,3
1678,"4360 E 16th Ave #3, Denver, CO 80220",3,1,home,2,Denver,3
1679,"6495 E Happy Canyon Rd #127, Denver, CO 80237",2,2,home,2,Denver,3
1680,"714 Holly St, Denver, CO 80220",3,1,home,2,Denver,3
1681,"635 S Alton Way Unit 6C, Denver, CO 80247",2,2,home,2,Denver,3
1682,"5545 Elkhart St, Denver, CO 80239",3,1,home,2,Denver,3
1683,"1870 Grove St, Denver, CO 80204",2,2,home,2,Denver,3
1684,"6424 E Mississippi Ave, Denver, CO 80224",3,2,home,2,Denver,3
1685,"1196 N Grant St #106, Denver, CO 80203",0,1,home,2,Denver,3
1686,"3725 S Depew St, Denver, CO 80235",4,3,home,2,Denver,3
1687,"1270 S Corona St, Denver, CO 80210",4,2,home,2,Denver,3
1688,"2714 S Eaton Way, Denver, CO 80227",4,2,home,2,Denver,3
1689,"9186 E Floyd Pl, Denver, CO 80231",4,2,home,2,Denver,3
1690,"4509 Yates St, Denver, CO 80212",4,4,home,2,Denver,3
1691,"100 S University Blvd #9, Denver, CO 80209",3,1,home,2,Denver,3
1692,"5000 Fillmore St, Denver, CO 80216",3,2,home,2,Denver,3
1693,"7953 York St #2, Denver, CO 80229",3,3,home,2,Denver,3
1694,"1500 S Logan St, Denver, CO 80210",4,1,home,2,Denver,3
1695,"648 S Sherman St, Denver, CO 80209",2,2,home,2,Denver,3
1696,"2292 S Dexter St #2, Denver, CO 80222",2,2,home,2,Denver,3
1697,"3014 Galena St, Denver, CO 80238",2,1,home,2,Denver,3
1698,"6245 W Jefferson Ave, Denver, CO 80235",3,3,home,2,Denver,3
1699,"500 30th St #3, Denver, CO 80205",1,5,home,2,Denver,3
1700,"3830 Jason St #4, Denver, CO 80211",2,2,home,2,Denver,3
1701,"3318 S Dayton Ct, Denver, CO 80231",5,2,home,2,Denver,3
1702,"2630 S Marion St, Denver, CO 80210",3,1,home,2,Denver,3
1703,"2300 S Cook St, Denver, CO 80210",4,1,home,2,Denver,3
1704,"3613 S Sheridan Blvd #12, Denver, CO 80235",1,2,home,2,Denver,3
1705,"1424 Knox Ct, Denver, CO 80204",3,24,home,2,Denver,3
1706,"1699 S Trenton St #166, Denver, CO 80231",2,3,home,2,Denver,3
1707,"1550 Xanthia St, Denver, CO 80220",3,2,home,2,Denver,3
1708,"1544 Elm St, Denver, CO 80220",2,2,home,2,Denver,3
1709,"325 N Downing St, Denver, CO 80218",4,4,home,2,Denver,3
1710,"4200 W 17th Ave #135, Denver, CO 80204",3,1,home,2,Denver,3
1711,"3568 Central Park Blvd, Denver, CO 80238",3,1,home,2,Denver,3
1712,"610 Columbine St, Denver, CO 80206",4,3,home,2,Denver,3
1713,"336 N Grant St #308, Denver, CO 80203",1,4,home,2,Denver,3
1714,"3132 S Boston Ct, Denver, CO 80231",4,2,home,2,Denver,3
1715,"603 Inca St #505, Denver, CO 80204",0,6,home,2,Denver,3
1716,"5800 N Tower Rd #108, Denver, CO 80249",3,1,home,2,Denver,3
1717,"11068 E 27th Ave, Denver, CO 80238",4,1,home,2,Denver,3
1718,"1644 Little Raven St, Denver, CO 80202",3,4,home,2,Denver,3
1719,"1115 Gaylord St, Denver, CO 80206",3,1,home,2,Denver,3
1720,"1114 N Lafayette St, Denver, CO 80218",4,2,home,2,Denver,3
1721,"310 S Ames St #11, Lakewood, CO 80226",2,2,home,2,Denver,3
1722,"437 Garfield St, Denver, CO 80206",3,3,home,2,Denver,3
1723,"3720 N Milwaukee St, Denver, CO 80205",2,3,home,2,Denver,3
1724,"3205 N Raleigh St, Denver, CO 80212",3,1,home,2,Denver,3
1725,"410 Acoma St #212, Denver, CO 80204",2,1,home,2,Denver,3
1726,"2876 W 53rd Ave #107, Denver, CO 80221",1,3,home,2,Denver,3
1727,"215 E 11th Ave Unit B12, Denver, CO 80203",2,2,home,2,Denver,3
1728,"3655 W 46th Ave, Denver, CO 80211",4,4,home,2,Denver,3
1729,"1005 Cook St, Denver, CO 80206",2,2,home,2,Denver,3
1730,"1200 S Monaco St Pkwy #30, Denver, CO 80224",2,1,home,2,Denver,3
1731,"1379 Xavier St, Denver, CO 80204",4,1,home,2,Denver,3
1732,"1250 W Erb Pl, Denver, CO 80223",3,2,home,2,Denver,3
1733,"4402 S Zenobia St, Denver, CO 80236",4,2,home,2,Denver,3
1734,"8154 E 25th Dr, Denver, CO 80238",4,1,home,2,Denver,3
1735,"550 E 12th Ave #1403, Denver, CO 80203",3,2,home,2,Denver,3
1736,"907 Newton St, Denver, CO 80204",2,9,home,2,Denver,3
1737,"2340 S Lowell Blvd, Denver, CO 80219",3,2,home,2,Denver,3
1738,"4600 E Amherst Ave, Denver, CO 80222",2,2,home,2,Denver,3
1739,"1555 W 43rd Ave, Denver, CO 80211",2,1,home,2,Denver,3
1740,"2630 W 39th Ave, Denver, CO 80211",5,2,home,2,Denver,3
1741,"3977 N Riviera Ct, Aurora, CO 80019",6,3,home,2,Denver,3
1742,"1600 Jasmine St, Denver, CO 80220",3,2,home,2,Denver,3
1743,"1313 N Williams St #1002, Denver, CO 80218",2,3,home,2,Denver,3
1744,"776 Ash St, Denver, CO 80220",3,4,home,2,Denver,3
1745,"655 Krameria St, Denver, CO 80220",3,3,home,2,Denver,3
1746,"5995 W Hampden Ave #5, Denver, CO 80227",2,1,home,2,Denver,3
1747,"1234 Kalamath St, Denver, CO 80204",2,3,home,2,Denver,3
1748,"2262 S Dexter St #3, Denver, CO 80222",2,3,home,2,Denver,3
1749,"4570 E Yale Ave #301, Denver, CO 80222",3,3,home,2,Denver,3
1750,"1700 Bassett St #412, Denver, CO 80202",1,3,home,2,Denver,3
1751,"4885 W 29th Ave, Denver, CO 80212",5,3,home,2,Denver,3
1752,"25 N Downing St Unit 2-304, Denver, CO 80218",1,5,home,2,Denver,3
1753,"4895 W 29th Ave, Denver, CO 80212",4,1,home,2,Denver,3
1754,"3737 Jason St, Denver, CO 80211",3,3,home,2,Denver,3
1755,"2575 S Syracuse Way Unit F306, Denver, CO 80231",2,2,home,2,Denver,3
1756,"5401 E Warren Ave #207, Denver, CO 80222",2,3,home,2,Denver,3
1757,"1700 S Monaco Pkwy, Denver, CO 80224",4,1,home,2,Denver,3
1758,"3570 W 66th Ave, Denver, CO 80221",3,2,home,2,Denver,3
1759,"3079 Ivy St, Denver, CO 80207",3,1,home,2,Denver,3
1760,"2231 Federal Blvd, Denver, CO 80211",5,6,home,2,Denver,3
1761,"1801 S Dayton St, Denver, CO 80247",3,1,home,2,Denver,3
1762,"5140 S Flower St, Littleton, CO 80123",3,3,home,2,Denver,3
1763,"5367 Osceola St, Denver, CO 80212",4,2,home,2,Denver,3
1764,"482 S Corona St, Denver, CO 80209",3,4,home,2,Denver,3
1765,"5247 Perry St, Denver, CO 80212",7,1,home,2,Denver,3
1766,"9255 E Lehigh Ave #211, Denver, CO 80237",2,1,home,2,Denver,3
1767,"2184 S Bannock St, Denver, CO 80223",2,1,home,2,Denver,3
1768,"1750 Wewatta St #1434, Denver, CO 80202",2,2,home,2,Denver,3
1769,"9315 E Center Ave Unit 12B, Denver, CO 80247",2,2,home,2,Denver,3
1770,"4132 Wolff St, Denver, CO 80212",3,4,home,2,Denver,3
1771,"3100 E Cherry Creek South Dr #1002, Denver, CO 80209",1,3,home,2,Denver,3
1772,"2990 S Clermont Dr, Denver, CO 80222",5,2,home,2,Denver,3
1773,"2080 S Josephine St #6, Denver, CO 80210",3,2,home,2,Denver,3
1774,"1489 Steele St #122, Denver, CO 80206",2,2,home,2,Denver,3
1775,"5154 N Jericho St, Denver, CO 80249",2,2,home,2,Denver,3
1776,"1020 15th St Unit PK171, Denver, CO 80202",3,2,home,2,Denver,3
1777,"7238 W Adriatic Cir, Lakewood, CO 80227",4,2,home,2,Denver,3
1778,"21426 E 55th Pl, Denver, CO 80249",3,2,home,2,Denver,3
1779,"8555 Fairmount Dr Unit J108, Denver, CO 80247",2,2,home,2,Denver,3
1780,"3453 Navajo St, Denver, CO 80211",3,2,home,2,Denver,3
1781,"1061 Irving St, Denver, CO 80204",2,2,home,2,Denver,3
1782,"1542 N Williams St, Denver, CO 80218",5,2,home,2,Denver,3
1783,"2835 S Monaco Pkwy Unit 1-304, Denver, CO 80222",1,2,home,2,Denver,3
1784,"8060 E Girard Ave #517, Denver, CO 80231",1,2,home,2,Denver,3
1785,"4701 Quitman St, Denver, CO 80212",4,2,home,2,Dallas,3
1786,"2710 Green Gables Ct, Rockwall, TX 75087",4,2,home,2,Dallas,3
1787,"18116 Justice Ln, Dallas, TX 75287",4,2.5,home,2,Dallas,3
1788,"13246 Pandora Dr, Dallas, TX 75238",5,2.5,home,2,Dallas,3
1789,"4690 Monarch St #20, Dallas, TX 75204",1,2.5,home,2,Dallas,3
1790,"3927 Fernwood, Dallas, TX 75216",1,2.5,home,2,Dallas,3
1791,"2900 Mckinnon St #2800, Dallas, TX 75201",3,2.5,home,2,Dallas,3
1792,"3749 Almazan Dr, Dallas, TX 75220",1,5,home,2,Dallas,3
1793,"4748 Old Bent Tree Ln #2308, Dallas, TX 75287",4,2,home,2,Dallas,3
1794,"4812 Sandra Lynn Dr, Mesquite, TX 75150",1,1,home,2,Dallas,3
1795,"16825 Park Hill Dr, Dallas, TX 75248",4,3.5,home,2,Dallas,3
1796,"2809 Southwood Dr, Dallas, TX 75233",4,2,home,2,Dallas,3
1797,"9548 Dixie Ln, Dallas, TX 75228",4,2,home,2,Dallas,3
1798,"5030 E Rim Rd, Dallas, TX 75211",4,2,home,2,Dallas,3
1799,"4920 Zuma Ct, Dallas, TX 75206",1,2.5,home,2,Dallas,3
1800,"2338 Charles St, Dallas, TX 75228",3,1,home,2,Dallas,3
1801,"1018 Pinedale Ln, Dallas, TX 75241",4,3,home,2,Dallas,3
1802,"2334 Charles St, Dallas, TX 75228",3,2,home,2,Dallas,3
1803,"10142 Pebble Valley Ln, Dallas, TX 75217",2,1,home,2,Dallas,3
1804,"2212 Aarhus Way, Dallas, TX 75204",3,3.5,home,2,Dallas,3
1805,"2408 Daybreak Dr, Dallas, TX 75287",3,2,home,2,Dallas,3
1806,"5527 Dove Dr, Dallas, TX 75236",2,2,home,2,Dallas,3
1807,"2116 Grove Park Ln, Richardson, TX 75080",3,2,home,2,Dallas,3
1808,"6714 Glendora Ave, Dallas, TX 75230",5,5,home,2,Dallas,3
1809,"2326 Evanston Ave, Dallas, TX 75208",3,1,home,2,Dallas,3
1810,"12610 Hallum St, Dallas, TX 75243",4,2,home,2,Dallas,3
1811,"2622 Starks Ave, Dallas, TX 75215",2,2.5,home,2,Dallas,3
1812,"1456 Gardenia St, Irving, TX 75063",2,3,home,2,Dallas,3
1813,"4929 Garland Ave, Dallas, TX 75223",4,1,home,2,Dallas,3
1814,"8047 Moss Meadows Dr, Dallas, TX 75231",4,2,home,2,Dallas,3
1815,"2603 Medina Dr, Carrollton, TX 75007",1,2,home,2,Dallas,3
1816,"6940 Clearglen Dr, Dallas, TX 75232",6,2,home,2,Dallas,3
1817,"2903 Magnolia Hill Ct, Dallas, TX 75201",3,2,home,2,Dallas,3
1818,"1711 Auburndale Rd, Wylie, TX 75098",4,4,home,2,Dallas,3
1819,"11122 Valleydale Unit D, Dallas, TX 75230",3,2,home,2,Dallas,3
1820,"5550 Spring Valley Rd Unit B32, Dallas, TX 75254",4,1,home,2,Dallas,3
1821,"10917 Damon Ln, Dallas, TX 75229",3,2,home,2,Dallas,3
1822,"931 Jadewood Dr, Dallas, TX 75232",4,1,home,2,Dallas,3
1823,"6050 Melody Ln #172, Dallas, TX 75231",4,2,home,2,Dallas,3
1824,"18643 Park Grove Ln, Dallas, TX 75287",6,2.5,home,2,Dallas,3
1825,"3914 Travis St, Dallas, TX 75204",1,2.5,home,2,Dallas,3
1826,"1014 Bradfield Rd, Dallas, TX 75217",3,2,home,2,Dallas,3
1827,"7031 Chipperton Dr, Dallas, TX 75225",4,4,home,2,Dallas,3
1828,"2715 Crest Ave, Dallas, TX 75216",1,2,home,2,Dallas,3
1829,"7224 Briarmeadow Dr, Dallas, TX 75230",3,3,home,2,Dallas,3
1830,"3301 Villanova St, University Park, TX 75225",3,6,home,2,Dallas,3
1831,"8623 Lindenwood Ln, Irving, TX 75063",3,3.5,home,2,Dallas,3
1832,"1346 Carson St, Dallas, TX 75216",3,2.5,home,2,Dallas,3
1833,"5258 Clover Haven St, Dallas, TX 75227",5,2.5,home,2,Dallas,3
1834,"9926 Chimney Hill Ln, Dallas, TX 75243",3,3,home,2,Dallas,3
1835,"1142 Norias Dr, Forney, TX 75126",2,2,home,2,Dallas,3
1836,"7115 Winterberry Dr, Dallas, TX 75249",2,2,home,2,Dallas,3
1837,"9002 High Plain Ln, Dallas, TX 75249",3,2,home,2,Dallas,3
1838,"7155 Fair Oaks Ave #22, Dallas, TX 75231",4,2.5,home,2,Dallas,3
1839,"3617 Marquette St, University Park, TX 75225",3,7,home,2,Dallas,3
1840,"703 N Jester, Dallas, TX 75211",1,2,home,2,Dallas,3
1841,"3723 Cortez Dr, Dallas, TX 75220",4,4.5,home,2,Dallas,3
1842,"16 Sarah Nash Ct, Dallas, TX 75225",4,3.5,home,2,Dallas,3
1843,"8802 Lakeport Dr, Rowlett, TX 75089",3,2,home,2,Dallas,3
1844,"7225 Sunset Blvd, Rowlett, TX 75088",2,2.5,home,2,Dallas,3
1845,"1318 Lucchese Ln, Dallas, TX 75253",5,2.5,home,2,Dallas,3
1846,"2627 Douglas Ave #206, Dallas, TX 75219",4,1,home,2,Dallas,3
1847,"14978 Trafalgar Ct, Addison, TX 75254",1,3.5,home,2,Dallas,3
1848,"3611 Kiestcrest Dr, Dallas, TX 75233",5,3,home,2,Dallas,3
1849,"10721 Sandpiper Ln, Dallas, TX 75230",2,2,home,2,Dallas,3
1850,"3403 Charolais Dr, Dallas, TX 75241",2,2,home,2,Dallas,3
1851,"3400 Spence St, Dallas, TX 75215",4,1,home,2,Dallas,3
1852,"10376 Woodleaf Dr, Dallas, TX 75227",5,2,home,2,Dallas,3
1853,"4044 Buena Vista St #111, Dallas, TX 75204",4,2,home,2,Dallas,3
1854,"5106 Lakeridge Ct, Garland, TX 75043",5,2,home,2,Dallas,3
1855,"2323 Vagas St, Dallas, TX 75219",3,3.5,home,2,Dallas,3
1856,"10511 Maplegrove Ln, Dallas, TX 75218",4,2.5,home,2,Dallas,3
1857,"1625 W Chapman St, Cedar Hill, TX 75104",2,2,home,2,Dallas,3
1858,"10102 Deermont Trl, Dallas, TX 75243",2,2.5,home,2,Dallas,3
1859,"5800 Armstrong Pkwy, University Park, TX 75205",3,7,home,2,Dallas,3
1860,"1755 Novela Way, Dallas, TX 75215",4,3.5,home,2,Dallas,3
1861,"10227 Deer Hollow Dr, Dallas, TX 75249",3,2,home,2,Dallas,3
1862,"4800 W Lovers Ln #123, Dallas, TX 75209",3,1,home,2,Dallas,3
1863,"5810 Sand Shell Ct, Dallas, TX 75252",3,3,home,2,Dallas,3
1864,"5501 Barcelona Dr, Garland, TX 75043",3,2,home,2,Dallas,3
1865,"10630 Le Mans Dr, Dallas, TX 75238",2,2,home,2,Dallas,3
1866,"12615 Sunglow Ln, Farmers Branch, TX 75234",1,2,home,2,Dallas,3
1867,"1121 S Brighton Ave, Dallas, TX 75208",3,1,home,2,Dallas,3
1868,"10502 Black Walnut Dr, Dallas, TX 75243",4,4.5,home,2,Dallas,3
1869,"8722 Bayshore Ln, Rowlett, TX 75088",3,2.5,home,2,Dallas,3
1870,"5223 Denton Dr, Dallas, TX 75235",4,2,home,2,Dallas,3
1871,"4919 Ashbrook Rd, Dallas, TX 75227",3,2.5,home,2,Dallas,3
1872,"3325 Rosedale Ave Unit B, University Park, TX 75205",5,2.5,home,2,Dallas,3
1873,"6718 Victoria Ave, Dallas, TX 75209",3,5.5,home,2,Dallas,3
1874,"15115 Cypress Hills Dr, Dallas, TX 75248",4,2,home,2,Dallas,3
1875,"3634 Atlanta St, Dallas, TX 75215",5,1,home,2,Dallas,3
1876,"3307 Saint Johns Dr, Highland Park, TX 75205",3,5,home,2,Dallas,3
1877,"6451 Cinnamon Oaks Dr, Dallas, TX 75241",5,2,home,2,Dallas,3
1878,"1219 Engle Ave, Dallas, TX 75224",4,1,home,2,Dallas,3
1879,"837 Terraza, Irving, TX 75039",3,3.5,home,2,Dallas,3
1880,"5315 Teak Mill Pl, Dallas, TX 75209",5,3.5,home,2,Dallas,3
1881,"6030 Blue Mist Ln, Dallas, TX 75248",4,2,home,2,Dallas,3
1882,"2947 Alaska Ave, Dallas, TX 75216",2,1,home,2,Dallas,3
1883,"6820 Robin Willow Ct, Dallas, TX 75248",3,3,home,2,Dallas,3
1884,"10724 Park Village Pl Unit C, Dallas, TX 75230",2,2,home,2,Dallas,3
1885,"5836 Birchbrook Dr #226, Dallas, TX 75206",5,2,home,2,Dallas,3
1886,"1818 Mystic St, Rockwall, TX 75032",3,3.5,home,2,Dallas,3
1887,"3806 Travis St, Dallas, TX 75204",3,2.5,home,2,Dallas,3
1888,"12233 Chapel Vw, Farmers Branch, TX 75234",3,2.5,home,2,Dallas,3
1889,"4521 W Amherst Ave, Dallas, TX 75209",2,2,home,2,Dallas,3
1890,"9233 Church Rd #102, Dallas, TX 75231",3,2,home,2,Dallas,3
1891,"7805 Ridgemar Dr, Dallas, TX 75231",3,4,home,2,Dallas,3
1892,"4090 Ellinger Dr, Heath, TX 75126",3,2,home,2,Dallas,3
1893,"1407 Tarzan Dr, Forney, TX 75126",2,2,home,2,Dallas,3
1894,"5590 N 40 Pl, Dallas, TX 75252",3,5,home,2,Dallas,3
1895,"5831 E University Blvd Unit B, Dallas, TX 75206",5,2,home,2,Dallas,3
1896,"11110 Ulloa Ln, Dallas, TX 75228",2,2,home,2,Dallas,3
1897,"7446 Daingerfield Dr, Dallas, TX 75227",3,2,home,2,Dallas,3
1898,"8722 Rocky Cove Cir, Dallas, TX 75243",4,4,home,2,Dallas,3
1899,"14028 Falls Creek Ct, Dallas, TX 75254",3,3.5,home,2,Dallas,3
1900,"3030 Bryan St #104, Dallas, TX 75204",4,2,home,2,Dallas,3
1901,"3102 Kings Rd #2109, Dallas, TX 75219",3,2,home,2,Dallas,3
1902,"1215 Annapolis Dr, Richardson, TX 75081",4,2,home,2,Dallas,3
1903,"4301 Vista Creek Dr, Rowlett, TX 75088",4,3.5,home,2,Dallas,3
1904,"7510 W Northwest Hwy #5, Dallas, TX 75225",4,2.5,home,2,Dallas,3
1905,"5318 Mccommas Blvd, Dallas, TX 75206",1,4.5,home,2,Clanton,3
1906,"1465 Poplar Springs Rd, Clanton, AL 35045",4,3,home,2,Clanton,3
1907,"125 County Road 192, Clanton, AL 35046",2,1,home,2,Clanton,3
1908,"85 County Road 806, Clanton, AL 35045",3,2.5,home,2,Clanton,3
1909,"310 County Road 249, Clanton, AL 35046",3,3,home,2,Clanton,3
1910,"2560 County Road 81, Clanton, AL 35045",3,2,home,2,Clanton,3
1911,"5900 County Road 754, Clanton, AL 35045",3,2,home,2,Clanton,3
1912,"114 Morris Ave, Clanton, AL 35045",3,1,home,2,Clanton,3
1913,"69 County Road 1081, Clanton, AL 35046",4,2,home,2,Clanton,3
1914,"296 County Road 186, Clanton, AL 35046",2,2,home,2,Clanton,3
1915,"204 Augusta St, Clanton, AL 35045",3,2,home,2,Clanton,3
1916,"45 Deer Trce, Clanton, AL 35045",4,2.5,home,2,Clanton,3
1917,"1835 Co Rd 97, Rogersville, AL",3,2,home,2,Clanton,3
1918,"668 County Road 454, Clanton, AL 35046",2,1,home,2,Clanton,3
1919,"2003 Yellowleaf Rd, Clanton, AL 35045",3,2,home,2,Clanton,3
1920,"164 River Run Rd, Clanton, AL 35046",3,3,home,2,Clanton,3
1921,"60 County Road 78, Clanton, AL 35045",3,2,home,2,Clanton,3
1922,"191 County Road 196, Clanton, AL 35046",3,2.5,home,2,Clanton,3
1923,"2275 Pinedale Rd, Clanton, AL 35046",3,1,home,2,Clanton,3
1924,"146 River Run Rd, Clanton, AL 35046",4,1.5,home,2,Clanton,3
1925,"16 Dogwood Dr, Clanton, AL 35045",5,4.5,home,2,Clanton,3
1926,"66 County Road 717, Clanton, AL 35046",4,3,home,2,Clanton,3
1927,"2738 County Road 9, Clanton, AL 35045",3,2,home,2,Clanton,3
1928,"137 Spring Lake Blvd, Clanton, AL 35045",3,2,home,2,Clanton,3
1929,"1615 County Road 34, Clanton, AL 35045",2,1,home,2,Clanton,3
1930,"970 County Road 730, Clanton, AL 35046",4,3.5,home,2,Clanton,3
1931,"600 County Road 464, Clanton, AL 35046",4,3,home,2,Clanton,3
1932,"115 Corbin St, Clanton, AL 35045",3,2,home,2,Clanton,3
1933,"1236 County Road 759, Clanton, AL 35046",4,2,home,2,Clanton,3
1934,"985 County Road 476, Clanton, AL 35046",3,2.5,home,2,Clanton,3
1935,"101 Foshee St, Clanton, AL 35045",3,2,home,2,Clanton,3
1936,"65 Crest Loop Rd, Clanton, AL 35045",4,2,home,2,Clanton,3
1937,"80 Crest Loop Rd, Clanton, AL 35045",4,2,home,2,Clanton,3
